"title","estimate","all consumer units","less than $5,000","$5,000 to $9,999","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$50,000 to $69,999","$70,000 and over"
"  Reading                                                   ","SE",3.6,6.97,4.58,4.75,8.24,4.45,6.98,5.25,6.55,7.24
"    Newspaper, magazine by subscription                     ","MEAN",34.11,9.08,10.36,16.06,35.02,27,28.77,29.62,31.5,50.35
"    Newspaper, magazine by subscription                     ","SE",1.42,2.08,2.03,2.31,4.37,2.25,2.61,2.78,2.89,3.16
"    Newspaper, magazine non-subscription                    ","MEAN",8.08,5.45,3.97,3.62,7.48,7.96,11.07,6.89,6.19,10.15
"    Newspaper, magazine non-subscription                    ","SE",0.61,1.41,1.27,0.89,1.43,1.02,1.57,1.34,0.82,1.19
"    Newsletters                                             ","MEAN",0.12,0,0,0,0.7,0,0,0,0,0.21
"    Newsletters                                             ","SE",0.09,0,0,0,0.72,0,0,0,0,0.22
"    Books thru book clubs                                   ","MEAN",3.19,0.56,0.46,1,1.98,1.08,1.71,1.67,3.86,5.89
"    Books thru book clubs                                   ","SE",0.4,0.3,0.36,0.41,0.95,0.32,0.56,0.53,1.29,0.93
"    Books not thru book clubs                               ","MEAN",28.61,13.47,8.42,8.08,16.34,12.78,14.49,22.23,20.46,54.69
"    Books not thru book clubs                               ","SE",1.79,3.9,2.29,1.33,3.7,2.17,1.91,3.57,2.08,3.95
"    Encyclopedia and other sets of reference books          ","MEAN",0.37,0.08,0,0,0,0.06,0.2,0.3,0.35,0.77
"    Encyclopedia and other sets of reference books          ","SE",0.17,0.07,0,0,0,0.05,0.16,0.17,0.29,0.5
"    Digital book readers                                    ","MEAN",28.54,8.3,8.54,13.02,13.85,13.56,23.98,17.7,29.27,48.96
"    Digital book readers                                    ","SE",1.28,4.67,3.18,3.39,3.78,2.16,5.5,2.91,3.6,2.97
"  Education                                                 ","MEAN",1139.88,1507.42,861.69,793.44,486.9,329.38,499.75,352.72,641.64,2214.53
"  Education                                                 ","SE",69.47,434.84,197.69,199.51,145.97,66.16,93.35,50.12,46,137.85
"    College tuition                                         ","MEAN",775.74,1333.84,677.14,680.77,391.76,218.78,354.56,142.93,380.26,1462.09
"    College tuition                                         ","SE",61.12,428.82,184.69,190.93,146.22,59.27,92.13,29.73,41.39,115.25
"    Elementary and high school tuition                      ","MEAN",154.07,7.03,16.78,12.84,2.24,14.68,24.69,44.7,93.89,392.4
"    Elementary and high school tuition                      ","SE",18.23,5.72,10.79,7.44,1.74,4.66,13.94,28.19,25.88,47.84
"    Vocational and technical school tuition                 ","MEAN",12.79,13.34,34.63,4.03,4.36,9.75,24.27,28.06,8.64,8.78
"    Vocational and technical school tuition                 ","SE",3.83,12.99,20.65,3.47,4.27,5.85,15.51,21.45,3.47,2.6
"    Test preparation, tutoring services                     ","MEAN",21.28,3.64,18.68,4.5,1.33,3.57,1.08,8.46,11.74,51.24
"    Test preparation, tutoring services                     ","SE",2.93,1.53,18.04,1.8,0.91,2.08,0.59,6.59,3.51,8.74
"    Other schools tuition                                   ","MEAN",10.48,0.86,0.34,0.74,0.78,7.94,7.39,3.05,8.63,21.45
"    Other schools tuition                                   ","SE",3.45,0.65,0.36,0.78,0.78,8.01,4.9,1.62,3.72,12.15
"    Other school expenses including rentals                 ","MEAN",41.13,40.35,5.3,19.57,19.56,17.88,20.72,35.95,34.77,72.5
"    Other school expenses including rentals                 ","SE",2.97,18.42,1.89,6.45,7.69,4.59,4.68,13.02,6,6.07
"    School books, supplies, equipment for college           ","MEAN",48.37,71.51,73.51,41.89,28.1,25.65,26.08,20.39,32.75,76.23
"    School books, supplies, equipment for college           ","SE",3.67,14.46,16.12,8.32,6.13,5.06,5.7,4.88,6.34,7.58
"    School books, supplies, equipment for elementary, high  ","MEAN",15.92,0.91,8.43,6.07,7.39,6.91,9.15,9.1,12.84,30.95
"    School books, supplies, equipment for elementary, high  ","SE",1.15,0.48,2.37,1.12,2.44,1.33,1.63,1.55,2.21,2.65
"    School books, supplies, equipment for vocational and    ","MEAN",1.36,0.13,2.29,0.92,0,1.7,1.92,0.42,0.5,2.09
"    School books, supplies, equipment for vocational and    ","SE",0.46,0.13,1.63,0.95,0,1,1.76,0.42,0.47,1.08
"    School books, supplies, equipment for day care, nursery ","MEAN",1.03,0.05,0,0.06,0,0.07,0.09,0.28,0.18,2.86
"    School books, supplies, equipment for day care, nursery ","SE",0.29,0.06,0,0.06,0,0.05,0.06,0.17,0.11,0.83
"    School books, supplies, equipment for other schools     ","MEAN",0.88,0.03,0,0.04,1.51,0.25,0.1,0.84,0.54,1.78
"    School books, supplies, equipment for other schools     ","SE",0.15,0.03,0,0.04,1.51,0.17,0.06,0.47,0.24,0.42
"    School supplies, etc. - unspecified                     ","MEAN",56.83,35.73,24.58,22.02,29.88,22.21,29.71,58.53,56.89,92.16
"    School supplies, etc. - unspecified                     ","SE",5.4,13.51,6.41,6.19,6.83,5.35,5.55,17.17,8.86,11.17
"  Tobacco products and smoking supplies                     ","MEAN",319.14,267.25,286.73,256.68,290.94,336.36,345.21,330.55,356.25,314.61
"  Tobacco products and smoking supplies                     ","SE",12.2,23.91,31.5,25.73,25.16,23.3,29.58,23.05,30.3,19.44
"    Cigarettes                                              ","MEAN",280.71,243.03,251,234.56,273.04,296.34,306.55,298.54,320.97,264.76
"    Cigarettes                                              ","SE",11.46,22.34,30.75,23.82,23.97,17.65,29.51,22.76,30.2,17.23
"    Other tobacco products                                  ","MEAN",26.26,17.53,23.24,17.45,16.39,32.25,25.9,23.63,21.98,32.03
"    Other tobacco products                                  ","SE",2.64,4.32,5.27,3.44,4.48,9.93,4.31,3.96,3.26,5.32
"    Smoking accessories                                     ","MEAN",11.44,6.68,12.49,4.67,1.51,7.77,5.66,8.37,13.3,17.82
"    Smoking accessories                                     ","SE",2.28,3.59,8.79,3.51,0.66,6.32,2.48,2.9,6.05,5.69
"    Marijuana                                               ","MEAN",0.73,0,0,0,0,0,7.11,0,0,0
"    Marijuana                                               ","SE",0.73,0,0,0,0,0,7.12,0,0,0
"  Miscellaneous                                             ","MEAN",614.74,471.75,219.21,166.21,358.42,353.3,490.15,531.05,572.56,986.85
"  Miscellaneous                                             ","SE",30.91,155.48,62.25,30.23,69.23,55.84,76.6,58.89,52.89,68.19
"    Miscellaneous fees                                      ","MEAN",3.72,0,0,0,0,1.99,1.09,2.04,1.83,8.41
"    Miscellaneous fees                                      ","SE",1.93,0,0,0,0,2.01,1.04,2.15,1.2,5.09
"    Lotteries and pari-mutuel losses                        ","MEAN",43.84,106.52,4.89,15.27,23.24,35.55,61.69,29.42,42.19,51.35
"    Lotteries and pari-mutuel losses                        ","SE",7.21,68.83,3.16,7.54,7.45,8.84,39.41,11.26,11.61,12.1
"    Legal fees                                              ","MEAN",127.04,172.15,26.27,19.19,78.72,41.01,95.18,136.58,108.7,208.41
"    Legal fees                                              ","SE",14.16,113.89,14.81,7.47,47.27,14.88,26.3,35.04,23.53,31.7
"    Funeral expenses                                        ","MEAN",61.74,64.83,91.89,39.61,84.8,76.74,87.6,45.22,57.69,50.3
"    Funeral expenses                                        ","SE",9.18,54.72,55.23,21.92,39.63,31.04,46.94,21.46,17.89,16.9
"    Safe deposit box rental                                 ","MEAN",2.99,1.2,1.25,1.94,3.28,2.31,1.49,1.79,2.7,4.73
"    Safe deposit box rental                                 ","SE",0.24,0.45,0.58,0.67,0.81,0.44,0.33,0.39,0.53,0.55
"    Checking accounts, other bank service charges           ","MEAN",25.35,19.53,19.07,15.94,21.86,22.75,26.09,27.33,23.8,30.26
"    Checking accounts, other bank service charges           ","SE",1.52,4.32,5.74,2.68,4.75,4.18,4.26,4.02,2.63,2.46
"    Cemetery lots, vaults, maintenance fees                 ","MEAN",9.32,5.49,4.87,1.83,25.44,2.12,24.52,1.88,6.97,9.5
"    Cemetery lots, vaults, maintenance fees                 ","SE",3.06,5.4,4.96,1.09,13.62,0.98,15.01,1.65,3.27,6.85
"    Accounting fees                                         ","MEAN",65.32,25.77,31.71,11.47,23.77,35.39,44.88,53.2,59.92,115.99
"    Accounting fees                                         ","SE",3.38,10.29,13.61,3.86,5.5,5.02,7.07,6.47,7.1,7.79
"    Miscellaneous personal services                         ","MEAN",54.62,30.22,2.07,20.95,15.31,68.11,20.55,35.05,35.25,94.13
"    Miscellaneous personal services                         ","SE",14.12,18.91,1.52,11.2,10.84,39.04,11.54,18.86,18.87,37.38
"    Dating services                                         ","MEAN",0.65,0.92,0.26,0.07,0.31,0.11,0.16,1.55,1.48,0.58
"    Dating services                                         ","SE",0.11,0.59,0.22,0.07,0.23,0.1,0.12,0.73,0.39,0.17
"    Finance charges excluding mortgage and vehicle (thru    ","MEAN",0,0,0,0,0,0,0,0,0,0
"    Finance, late, interest charges for credit cards (new UC","MEAN",62.03,10.27,6.96,12.26,55.99,12.18,38.06,80.7,61.65,107.19
"    Finance, late, interest charges for credit cards (new UC","SE",6.2,6,4.38,5.22,23.23,2.37,12.96,17.54,15,15.16
"    Finance, late, interest charges for student loans (new  ","MEAN",26.47,11.39,0.06,1.46,4.37,10.27,7.71,22.9,36.44,49.19
"    Finance, late, interest charges for student loans (new  ","SE",3.07,7.45,0.06,0.85,4.08,4.24,2.49,7.96,11.91,9.13
"    Finance, late, interest charges for other loans (new UCC","MEAN",9.39,2.47,0,0.41,0.35,5.59,29.25,7.67,7.3,11.52
"    Finance, late, interest charges for other loans (new UCC","SE",2.88,2.54,0,0.3,0.25,2.92,25.44,3.86,3.55,3.48
"    Occupational expenses                                   ","MEAN",53.55,7.99,4.51,11.56,4.67,9.55,22.71,35.94,50.21,114.78
"    Occupational expenses                                   ","SE",3.5,3.85,2.15,5.27,1.85,2.13,4.3,12.31,6.7,8.98
"    Expenses for other properties                           ","MEAN",34.58,7.99,7.53,10.01,7.07,17.86,15.08,33.23,47.16,58.71
"    Expenses for other properties                           ","SE",4.69,3.7,5.78,3.68,3.61,5.68,3.51,12.14,13.15,10.59
"    Interest paid, home equity line of credit (other        ","MEAN",0,0,0,0,0,0,0,0,0,0
"    Credit card memberships                                 ","MEAN",3.03,1.32,0.58,1.28,1.54,1.46,1.66,1.98,3.14,5.4
"    Credit card memberships                                 ","SE",0.3,0.85,0.37,0.7,0.92,0.49,0.45,0.94,0.65,0.57
"    Shopping club membership fees                           ","MEAN",15.28,3.68,6.14,2.95,6.44,6.58,11.11,10.42,18.36,26.5
"    Shopping club membership fees                           ","SE",0.72,0.93,1.53,0.87,1.2,0.67,1.12,1.33,3.07,1.47
"    Vacation clubs                                          ","MEAN",15.83,0,11.14,0,1.27,3.71,1.31,4.15,7.77,39.89
"    Vacation clubs                                          ","SE",5.75,0,9.32,0,0.79,2.61,0.71,2.86,6.67,16.65
"  Cash contributions                                        ","MEAN",1788.07,443.62,373.15,488.59,799.99,1107.55,1215.85,1340.2,1643.03,3192.64
"  Cash contributions                                        ","SE",87.26,69.76,50.51,52.22,65.41,138.6,116.85,124.04,138.97,165.71
"    Support for college students                            ","MEAN",106.05,28.43,11.63,22.07,32.71,34.91,30.95,47.86,54.08,244.95
"    Support for college students                            ","SE",9.88,15.26,4.3,8.52,13.1,14.73,8.5,20.03,11.41,25.79
"    Alimony expenditures                                    ","MEAN",53.7,0,7.77,2.52,6.73,18.86,15.56,17.04,41.86,124.83
"    Alimony expenditures                                    ","SE",13.76,0,5.63,2.49,4.76,14.46,13.62,13.22,25.71,34.82
"    Child support expenditures                              ","MEAN",208.38,97.72,24.51,47.04,63.73,115.49,161.39,160.47,197.81,370.18
"    Child support expenditures                              ","SE",17.49,30.45,9.36,11.58,16.48,24.93,41.63,32.12,25.33,46.39
"    Gift to non-CU members of stocks, bonds, and mutual fund","MEAN",28.14,0.18,0.51,1.18,0.61,0.32,13.45,24.62,85.97,36.69
"    Gift to non-CU members of stocks, bonds, and mutual fund","SE",10.55,0.19,0.51,0.85,0.6,0.33,13.72,17.12,66.72,13.39
"    Cash contributions to charities and other organizations ","MEAN",215.15,31.58,44.98,50.48,66.68,109.7,133.47,120.88,143.25,440.81
"    Cash contributions to charities and other organizations ","SE",16.8,8.52,13.14,11.19,9.37,25.89,48.9,25.6,17.3,42.44
"    Cash contributions to church, religious organizations   ","MEAN",704.38,215.08,188.7,219.49,342.66,403.5,535.36,536.98,718.46,1197.62
"    Cash contributions to church, religious organizations   ","SE",57.76,54.94,40.57,25.85,28.42,30.42,48.46,49.19,84.02,120.66
"    Cash contribution to educational institutions           ","MEAN",45.83,1.96,6.64,8.84,12.11,7.42,10.92,5.56,37.4,109.14
"    Cash contribution to educational institutions           ","SE",11.47,1,5.8,7.19,6.97,2.31,3.7,2.01,24.77,31.97
"    Cash contribution to political organizations            ","MEAN",12.58,1.22,1.01,1.27,4.04,2.36,3.15,2.71,6.27,31.26
"    Cash contribution to political organizations            ","SE",2.94,0.9,0.62,0.74,1.71,0.78,1.01,1.1,3.3,7.98
"    Other cash gifts                                        ","MEAN",413.86,67.44,87.41,135.71,270.72,414.99,311.57,424.08,357.94,637.15
"    Other cash gifts                                        ","SE",29.2,15.28,28.07,42.06,56.35,105.49,69.6,97.4,50.48,66.23
"  Personal insurance and pensions                           ","MEAN",5714.82,240.05,332.49,581.21,806.47,1401.05,2364.69,3361.58,4923.25,12617.15
"  Personal insurance and pensions                           ","SE",92.13,45.27,41.82,116.93,68.18,53.25,82.35,74.23,93.4,163.35
"    Life and other personal insurance                       ","MEAN",327.23,83.63,44.63,80.52,127.03,131.47,227.03,205.75,251.04,647.5
"    Life and other personal insurance                       ","SE",16.73,20.01,9.84,13.27,22.19,11.59,44.62,28.03,22.69,40.65
"      Life, endowment, annuity, other personal insurance    ","MEAN",307.95,82.83,39.83,73.09,119.08,124.62,219.15,193.8,237.49,607.02
"      Life, endowment, annuity, other personal insurance    ","SE",16,19.96,9.83,12.82,22.1,10.9,44.77,28.21,21.72,39.41
"      Other nonhealth insurance                             ","MEAN",19.28,0.8,4.8,7.43,7.94,6.85,7.89,11.95,13.55,40.49
"      Other nonhealth insurance                             ","SE",1.97,0.61,2.43,2.83,2.91,1.8,1.62,2.99,2.85,4.95
"    Pensions and Social Security                            ","MEAN",5387.59,156.43,287.86,500.69,679.45,1269.58,2137.66,3155.83,4672.21,11969.64
"    Pensions and Social Security                            ","SE",88,55.51,41.12,118.34,65.4,54.1,67.33,73.52,87,163.04
"      Deductions for government retirement                  ","MEAN",83.14,0.56,2.42,2.53,2.75,7.13,26.83,52.47,69.66,194.12
"      Deductions for government retirement                  ","SE",9.39,0.46,1.4,2.22,1.99,2.76,9.49,12.1,11.74,25.62
"      Deductions for railroad retirement                    ","MEAN",4.03,0,0,0,0,0,0,0,0.33,11.96
"      Deductions for railroad retirement                    ","SE",2.45,0,0,0,0,0,0,0,0.35,7.38
"      Deductions for private pensions                       ","MEAN",495.93,0.93,2.07,2.48,3.68,20.39,92.3,157.4,285.29,1289.8
"      Deductions for private pensions                       ","SE",29.76,0.49,0.92,1.27,1.51,4.42,17.08,20.93,28.77,81.83
"      Non-payroll deposit to retirement plans               ","MEAN",557.98,73.1,53.1,174.53,124.08,98.17,144.03,165.93,297.4,1351.86
"      Non-payroll deposit to retirement plans               ","SE",38.04,55.19,38.02,115.03,60.13,41.24,31.96,51.07,63.69,94.95
"      Deductions for Social Security                        ","MEAN",4246.51,81.84,230.26,321.15,548.95,1143.89,1874.5,2780.03,4019.54,9121.91
"      Deductions for Social Security                        ","SE",56.77,6.05,11.64,16.47,25.6,31.74,45.77,43.27,53.94,76.02
"  Money income before taxes                                 ","MEAN",66893.55,2392.11,7996.91,13150.41,17569.82,25154.93,34980.69,45191.94,59642.97,136691.06
